transaction_id,date,month,customer_type,dine_type,guest_count,product,qty,unit_price,total_price
TXN00151,2021-06-07,2021-06,New,DineIn,1,EarlGrey,2,160,320
TXN00151,2021-06-07,2021-06,New,DineIn,1,Americano,2,120,240
TXN00151,2021-06-07,2021-06,New,DineIn,1,Sandwich,1,250,250
TXN00182,2021-06-07,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00182,2021-06-07,2021-06,New,DineIn,2,CinnamonRoll,1,170,170
TXN00182,2021-06-07,2021-06,New,DineIn,2,ShaddockSparkling,2,160,320
TXN00079,2021-06-07,2021-06,New,DineIn,3,AuLait,1,200,200
TXN00079,2021-06-07,2021-06,New,DineIn,3,CinnamonRoll,1,170,170
TXN00079,2021-06-07,2021-06,New,DineIn,3,AuLait,2,200,400
TXN00024,2021-06-08,2021-06,New,DineIn,4,CinnamonRoll,3,170,510
TXN00024,2021-06-08,2021-06,New,DineIn,4,CinnamonRoll,3,170,510
TXN00024,2021-06-08,2021-06,New,DineIn,4,CinnamonRoll,3,170,510
TXN00024,2021-06-08,2021-06,New,DineIn,4,Tiramisu,2,170,340
TXN00024,2021-06-08,2021-06,New,DineIn,4,Tiramisu,1,170,170
TXN00203,2021-06-08,2021-06,New,DineIn,1,PourOver,1,180,180
TXN00059,2021-06-08,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00059,2021-06-08,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00119,2021-06-08,2021-06,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00119,2021-06-08,2021-06,Returning,DineIn,2,Americano,2,120,240
TXN00119,2021-06-08,2021-06,Returning,DineIn,2,EarlGrey,1,160,160
TXN00229,2021-06-08,2021-06,Returning,DineIn,3,Sandwich,2,250,500
TXN00229,2021-06-08,2021-06,Returning,DineIn,3,Tiramisu,1,170,170
TXN00127,2021-06-08,2021-06,Returning,DineIn,4,CinnamonRoll,1,170,170
TXN00127,2021-06-08,2021-06,Returning,DineIn,4,IceDrip,2,150,300
TXN00127,2021-06-08,2021-06,Returning,DineIn,4,CinnamonRoll,1,170,170
TXN00004,2021-06-08,2021-06,Returning,DineIn,1,AuLait,1,200,200
TXN00195,2021-06-08,2021-06,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00195,2021-06-08,2021-06,Returning,DineIn,2,EarlGrey,2,160,320
TXN00195,2021-06-08,2021-06,Returning,DineIn,2,Sandwich,1,250,250
TXN00131,2021-06-08,2021-06,Returning,DineIn,3,Sandwich,2,250,500
TXN00131,2021-06-08,2021-06,Returning,DineIn,3,AuLait,1,200,200
TXN00131,2021-06-08,2021-06,Returning,DineIn,3,Americano,1,120,120
TXN00128,2021-06-09,2021-06,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00128,2021-06-09,2021-06,Returning,DineIn,3,Americano,2,120,240
TXN00128,2021-06-09,2021-06,Returning,DineIn,3,PourOver,2,180,360
TXN00169,2021-06-09,2021-06,Returning,DineIn,1,ShaddockSparkling,1,160,160
TXN00169,2021-06-09,2021-06,Returning,DineIn,1,Americano,2,120,240
TXN00198,2021-06-09,2021-06,Returning,DineIn,4,Americano,3,120,360
TXN00198,2021-06-09,2021-06,Returning,DineIn,4,PourOver,1,180,180
TXN00198,2021-06-09,2021-06,Returning,DineIn,4,Tiramisu,1,170,170
TXN00191,2021-06-09,2021-06,New,DineIn,3,ShaddockSparkling,2,160,320
TXN00191,2021-06-09,2021-06,New,DineIn,3,CinnamonRoll,1,170,170
TXN00191,2021-06-09,2021-06,New,DineIn,3,Americano,2,120,240
TXN00191,2021-06-09,2021-06,New,DineIn,3,Tiramisu,1,170,170
TXN00034,2021-06-09,2021-06,Returning,DineIn,3,AuLait,1,200,200
TXN00034,2021-06-09,2021-06,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00138,2021-06-09,2021-06,New,TakeOut,2,CinnamonRoll,1,170,170
TXN00138,2021-06-09,2021-06,New,TakeOut,2,ShaddockSparkling,1,160,160
TXN00176,2021-06-09,2021-06,Returning,DineIn,3,IceDrip,1,150,150
TXN00176,2021-06-09,2021-06,Returning,DineIn,3,Tiramisu,2,170,340
TXN00068,2021-06-09,2021-06,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00068,2021-06-09,2021-06,Returning,DineIn,2,Americano,1,120,120
TXN00068,2021-06-09,2021-06,Returning,DineIn,2,Sandwich,1,250,250
TXN00148,2021-06-09,2021-06,Returning,DineIn,1,Tiramisu,1,170,170
TXN00148,2021-06-09,2021-06,Returning,DineIn,1,Americano,1,120,120
TXN00051,2021-06-09,2021-06,New,DineIn,3,Tiramisu,1,170,170
TXN00051,2021-06-09,2021-06,New,DineIn,3,PourOver,2,180,360
TXN00051,2021-06-09,2021-06,New,DineIn,3,AuLait,1,200,200
TXN00240,2021-06-09,2021-06,Returning,DineIn,1,Americano,1,120,120
TXN00240,2021-06-09,2021-06,Returning,DineIn,1,ShaddockSparkling,2,160,320
TXN00159,2021-06-09,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00159,2021-06-09,2021-06,New,DineIn,2,Tiramisu,1,170,170
TXN00159,2021-06-09,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00252,2021-06-10,2021-06,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00252,2021-06-10,2021-06,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00252,2021-06-10,2021-06,Returning,DineIn,1,IceDrip,2,150,300
TXN00200,2021-06-10,2021-06,New,DineIn,3,EarlGrey,1,160,160
TXN00200,2021-06-10,2021-06,New,DineIn,3,Americano,2,120,240
TXN00171,2021-06-10,2021-06,Returning,DineIn,2,EarlGrey,1,160,160
TXN00171,2021-06-10,2021-06,Returning,DineIn,2,Americano,1,120,120
TXN00171,2021-06-10,2021-06,Returning,DineIn,2,Sandwich,2,250,500
TXN00037,2021-06-10,2021-06,Returning,DineIn,2,PourOver,2,180,360
TXN00047,2021-06-10,2021-06,Returning,DineIn,2,AuLait,2,200,400
TXN00054,2021-06-10,2021-06,Returning,DineIn,4,CinnamonRoll,2,170,340
TXN00054,2021-06-10,2021-06,Returning,DineIn,4,Tiramisu,2,170,340
TXN00054,2021-06-10,2021-06,Returning,DineIn,4,EarlGrey,3,160,480
TXN00054,2021-06-10,2021-06,Returning,DineIn,4,Americano,1,120,120
TXN00137,2021-06-10,2021-06,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00137,2021-06-10,2021-06,Returning,DineIn,3,Tiramisu,1,170,170
TXN00137,2021-06-10,2021-06,Returning,DineIn,3,Tiramisu,2,170,340
TXN00137,2021-06-10,2021-06,Returning,DineIn,3,Americano,1,120,120
TXN00153,2021-06-10,2021-06,New,DineIn,4,PourOver,2,180,360
TXN00153,2021-06-10,2021-06,New,DineIn,4,Americano,2,120,240
TXN00153,2021-06-10,2021-06,New,DineIn,4,PourOver,1,180,180
TXN00153,2021-06-10,2021-06,New,DineIn,4,CinnamonRoll,2,170,340
TXN00227,2021-06-10,2021-06,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00049,2021-06-10,2021-06,Returning,DineIn,2,AuLait,2,200,400
TXN00049,2021-06-10,2021-06,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00167,2021-06-10,2021-06,New,TakeOut,2,CinnamonRoll,1,170,170
TXN00053,2021-06-10,2021-06,New,DineIn,1,CinnamonRoll,2,170,340
TXN00161,2021-06-11,2021-06,Returning,DineIn,3,AuLait,1,200,200
TXN00161,2021-06-11,2021-06,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00129,2021-06-11,2021-06,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00003,2021-06-11,2021-06,Returning,DineIn,4,Tiramisu,2,170,340
TXN00003,2021-06-11,2021-06,Returning,DineIn,4,CinnamonRoll,3,170,510
TXN00003,2021-06-11,2021-06,Returning,DineIn,4,PourOver,1,180,180
TXN00202,2021-06-11,2021-06,Returning,DineIn,2,AuLait,2,200,400
TXN00202,2021-06-11,2021-06,Returning,DineIn,2,AuLait,2,200,400
TXN00202,2021-06-11,2021-06,Returning,DineIn,2,Americano,2,120,240
TXN00112,2021-06-11,2021-06,Returning,DineIn,2,Tiramisu,1,170,170
TXN00112,2021-06-11,2021-06,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00112,2021-06-11,2021-06,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00174,2021-06-11,2021-06,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00174,2021-06-11,2021-06,Returning,DineIn,2,AuLait,1,200,200
TXN00174,2021-06-11,2021-06,Returning,DineIn,2,EarlGrey,1,160,160
TXN00066,2021-06-11,2021-06,Returning,DineIn,2,Tiramisu,2,170,340
TXN00238,2021-06-11,2021-06,Returning,DineIn,1,PourOver,1,180,180
TXN00238,2021-06-11,2021-06,Returning,DineIn,1,Tiramisu,1,170,170
TXN00041,2021-06-11,2021-06,Returning,DineIn,2,EarlGrey,2,160,320
TXN00041,2021-06-11,2021-06,Returning,DineIn,2,Tiramisu,2,170,340
TXN00072,2021-06-11,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00072,2021-06-11,2021-06,New,DineIn,2,ShaddockSparkling,2,160,320
TXN00234,2021-06-11,2021-06,New,DineIn,1,AuLait,1,200,200
TXN00234,2021-06-11,2021-06,New,DineIn,1,ShaddockSparkling,1,160,160
TXN00234,2021-06-11,2021-06,New,DineIn,1,CinnamonRoll,1,170,170
TXN00245,2021-06-12,2021-06,Returning,DineIn,1,Americano,2,120,240
TXN00245,2021-06-12,2021-06,Returning,DineIn,1,Americano,1,120,120
TXN00060,2021-06-12,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00060,2021-06-12,2021-06,New,DineIn,2,Tiramisu,1,170,170
TXN00060,2021-06-12,2021-06,New,DineIn,2,Tiramisu,1,170,170
TXN00064,2021-06-12,2021-06,Returning,DineIn,2,Americano,1,120,120
TXN00064,2021-06-12,2021-06,Returning,DineIn,2,ShaddockSparkling,2,160,320
TXN00109,2021-06-12,2021-06,New,DineIn,3,AuLait,1,200,200
TXN00109,2021-06-12,2021-06,New,DineIn,3,Tiramisu,2,170,340
TXN00109,2021-06-12,2021-06,New,DineIn,3,Americano,2,120,240
TXN00092,2021-06-12,2021-06,Returning,DineIn,1,EarlGrey,2,160,320
TXN00092,2021-06-12,2021-06,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00039,2021-06-12,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00039,2021-06-12,2021-06,New,DineIn,2,CinnamonRoll,2,170,340
TXN00162,2021-06-12,2021-06,New,DineIn,3,CinnamonRoll,1,170,170
TXN00162,2021-06-12,2021-06,New,DineIn,3,AuLait,2,200,400
TXN00162,2021-06-12,2021-06,New,DineIn,3,Tiramisu,2,170,340
TXN00178,2021-06-12,2021-06,New,DineIn,1,Tiramisu,2,170,340
TXN00178,2021-06-12,2021-06,New,DineIn,1,Tiramisu,1,170,170
TXN00218,2021-06-12,2021-06,Returning,DineIn,1,Tiramisu,2,170,340
TXN00218,2021-06-12,2021-06,Returning,DineIn,1,Americano,2,120,240
TXN00090,2021-06-13,2021-06,Returning,DineIn,1,IceDrip,2,150,300
TXN00132,2021-06-13,2021-06,Returning,DineIn,3,Americano,1,120,120
TXN00132,2021-06-13,2021-06,Returning,DineIn,3,ShaddockSparkling,1,160,160
TXN00132,2021-06-13,2021-06,Returning,DineIn,3,Tiramisu,2,170,340
TXN00132,2021-06-13,2021-06,Returning,DineIn,3,ShaddockSparkling,1,160,160
TXN00082,2021-06-13,2021-06,New,TakeOut,1,AuLait,1,200,200
TXN00222,2021-06-13,2021-06,New,TakeOut,2,CinnamonRoll,2,170,340
TXN00222,2021-06-13,2021-06,New,TakeOut,2,Tiramisu,1,170,170
TXN00184,2021-06-13,2021-06,New,DineIn,1,IceDrip,1,150,150
TXN00184,2021-06-13,2021-06,New,DineIn,1,CinnamonRoll,1,170,170
TXN00184,2021-06-13,2021-06,New,DineIn,1,AuLait,1,200,200
TXN00035,2021-06-13,2021-06,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00035,2021-06-13,2021-06,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00029,2021-06-13,2021-06,Returning,DineIn,3,Americano,2,120,240
TXN00029,2021-06-13,2021-06,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00029,2021-06-13,2021-06,Returning,DineIn,3,EarlGrey,2,160,320
TXN00206,2021-06-14,2021-06,New,DineIn,3,Tiramisu,1,170,170
TXN00206,2021-06-14,2021-06,New,DineIn,3,AuLait,2,200,400
TXN00206,2021-06-14,2021-06,New,DineIn,3,Sandwich,2,250,500
TXN00173,2021-06-14,2021-06,Returning,DineIn,3,PourOver,1,180,180
TXN00173,2021-06-14,2021-06,Returning,DineIn,3,AuLait,1,200,200
TXN00173,2021-06-14,2021-06,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00173,2021-06-14,2021-06,Returning,DineIn,3,Americano,2,120,240
TXN00141,2021-06-14,2021-06,New,DineIn,3,PourOver,2,180,360
TXN00141,2021-06-14,2021-06,New,DineIn,3,Americano,1,120,120
TXN00081,2021-06-14,2021-06,New,DineIn,3,AuLait,1,200,200
TXN00081,2021-06-14,2021-06,New,DineIn,3,PourOver,2,180,360
TXN00223,2021-06-14,2021-06,New,DineIn,1,AuLait,1,200,200
TXN00223,2021-06-14,2021-06,New,DineIn,1,AuLait,1,200,200
TXN00223,2021-06-14,2021-06,New,DineIn,1,Sandwich,2,250,500
TXN00246,2021-06-14,2021-06,Returning,DineIn,4,Sandwich,3,250,750
TXN00246,2021-06-14,2021-06,Returning,DineIn,4,Sandwich,2,250,500
TXN00246,2021-06-14,2021-06,Returning,DineIn,4,EarlGrey,3,160,480
TXN00199,2021-06-14,2021-06,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00199,2021-06-14,2021-06,Returning,DineIn,2,EarlGrey,2,160,320
TXN00070,2021-06-14,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00070,2021-06-14,2021-06,New,DineIn,2,CinnamonRoll,1,170,170
TXN00070,2021-06-14,2021-06,New,DineIn,2,AuLait,1,200,200
TXN00210,2021-06-14,2021-06,New,DineIn,1,AuLait,1,200,200
TXN00210,2021-06-14,2021-06,New,DineIn,1,CinnamonRoll,2,170,340
TXN00210,2021-06-14,2021-06,New,DineIn,1,CinnamonRoll,1,170,170
TXN00157,2021-06-15,2021-06,New,DineIn,4,Tiramisu,3,170,510
TXN00157,2021-06-15,2021-06,New,DineIn,4,AuLait,2,200,400
TXN00157,2021-06-15,2021-06,New,DineIn,4,Americano,2,120,240
TXN00002,2021-06-15,2021-06,Returning,DineIn,2,Sandwich,2,250,500
TXN00002,2021-06-15,2021-06,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00002,2021-06-15,2021-06,Returning,DineIn,2,EarlGrey,1,160,160
TXN00126,2021-06-15,2021-06,Returning,DineIn,3,EarlGrey,1,160,160
TXN00126,2021-06-15,2021-06,Returning,DineIn,3,Tiramisu,1,170,170
TXN00126,2021-06-15,2021-06,Returning,DineIn,3,PourOver,2,180,360
TXN00126,2021-06-15,2021-06,Returning,DineIn,3,Americano,2,120,240
TXN00156,2021-06-15,2021-06,Returning,DineIn,4,EarlGrey,1,160,160
TXN00156,2021-06-15,2021-06,Returning,DineIn,4,PourOver,3,180,540
TXN00187,2021-06-15,2021-06,Returning,DineIn,1,PourOver,2,180,360
TXN00014,2021-06-16,2021-06,New,DineIn,1,CinnamonRoll,2,170,340
TXN00014,2021-06-16,2021-06,New,DineIn,1,Americano,2,120,240
TXN00014,2021-06-16,2021-06,New,DineIn,1,PourOver,1,180,180
TXN00026,2021-06-16,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00026,2021-06-16,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00026,2021-06-16,2021-06,New,DineIn,2,Sandwich,1,250,250
TXN00086,2021-06-16,2021-06,New,DineIn,2,PourOver,2,180,360
TXN00086,2021-06-16,2021-06,New,DineIn,2,Sandwich,2,250,500
TXN00086,2021-06-16,2021-06,New,DineIn,2,Tiramisu,2,170,340
TXN00078,2021-06-16,2021-06,New,DineIn,2,AuLait,2,200,400
TXN00088,2021-06-16,2021-06,New,DineIn,4,Americano,1,120,120
TXN00088,2021-06-16,2021-06,New,DineIn,4,PourOver,3,180,540
TXN00088,2021-06-16,2021-06,New,DineIn,4,Americano,1,120,120
TXN00088,2021-06-16,2021-06,New,DineIn,4,Tiramisu,3,170,510
TXN00088,2021-06-16,2021-06,New,DineIn,4,Tiramisu,2,170,340
TXN00228,2021-06-17,2021-06,New,DineIn,1,Americano,1,120,120
TXN00228,2021-06-17,2021-06,New,DineIn,1,Sandwich,2,250,500
TXN00228,2021-06-17,2021-06,New,DineIn,1,AuLait,2,200,400
TXN00083,2021-06-17,2021-06,New,DineIn,2,Tiramisu,2,170,340
